rating,stars,pitches,type,city,state
Astroclay Verde,5.11d,2.0,1,Sport,Wasatch Range,Utah
Devious,5.10c,2.7,1,Sport,North America,International
Kugelblitz,V3,4.0,,Boulder,Grand Junction Area,Colorado
Pudding Face,5.7,3.5,,TR,Hammond Pond,Massachusetts
Chainsaw massacre,5.9,3.0,1,TR,Blue Mounds State Park (Luverne),Minnesota
Toy Surprise,5.6,3.5,,TR,Hammond Pond,Massachusetts
Route M2,5.4,0.0,,TR,Hammond Pond,Massachusetts
Route M6,5.2,0.0,,TR,Hammond Pond,Massachusetts
Route R4,5.4,0.0,,TR,Hammond Pond,Massachusetts
Hominy,5.8,0.0,,TR,Hammond Pond,Massachusetts
Hog Jowls,5.8,0.0,,TR,Hammond Pond,Massachusetts
Larvae,5.7,0.0,,TR,Hammond Pond,Massachusetts
Ortho,5.7,0.0,,TR,Hammond Pond,Massachusetts
Candi,5.6,0.0,,TR,Hammond Pond,Massachusetts
Cake,5.7,0.0,,TR,Hammond Pond,Massachusetts
Steve's Twilight,5.7+,4.0,1,Trad,WM: Zealand Road / Notch,New Hampshire
Wedding Crasher,5.13d,5.0,1,Sport,Central Oregon,Oregon
Lusty Lady,5.8,3.8,1,Sport,Central Oregon,Oregon
Panky,5.7,3.0,1,TR,The Gunks,New York
Fiction of Friction,5.12c,4.0,,Sport,Central Oregon,Oregon
Paper Cut,V3+,2.0,,Boulder,Cape Ann,Massachusetts
Convergence,5.8,3.0,,TR,Devil's Lake,Wisconsin
Teenage Lobotomy,5.8,4.0,1,Trad,San Diego County,California
Counting Sheep,5.9,4.0,1,Trad,Southern Sierra,California
The Blade,V2+,4.0,,Boulder,Buena Vista,Colorado
Bunky,5.10b,2.0,1,Sport,Lander Area,Wyoming
Wine and Cheese,5.11a,5.0,3,Trad,Wheeler Mountain,Vermont
Fightclub,5.15b,5.0,,Sport,North America,International
Secrets Of Nature,5.13a,5.0,1,Trad,Telluride/Norwood area,Colorado
5.8 Crack,5.8,3.0,,"Trad, TR",San Francisco Bay Area,California
Boogie Till Ya Need Glasses,5.8,4.0,,Trad,The New River Gorge,West Virginia
Sky Pilot,5.7,4.0,11,"Trad, Alpine",Pioneer Range,Idaho
Purity (Right Variation),V7-8 X,5.0,,Boulder,Acadia National Park,Maine
Monkey Pants (direct),V7,5.0,,Boulder,Acadia National Park,Maine
Its Never Pretty aka Grovel Time,V6- PG13,5.0,,Boulder,Acadia National Park,Maine
Precious,V2,3.0,,Boulder,The New River Gorge,West Virginia
Untitled,5.7,2.0,1,Sport,Tahoe (Nevada),Nevada
Warm Up,5.10a,3.5,1,Trad,Sierra Eastside,California
Hellgate Highway,5.8,4.0,4,Sport,Wasatch Range,Utah
Unknown 1A,5.10+,3.0,1,Sport,Wasatch Range,Utah
Caviar,5.12b,0.0,,"Sport, TR",Los Angeles Basin,California
Kung Pow,5.12b,3.0,,Sport,North America,International
Splash Down,5.13c,3.0,,Sport,North America,International
Unnamed 5,V0,2.5,,Boulder,Lake Tahoe,California
Smart Aleck,V3,2.0,,Boulder,Grand Junction Area,Colorado
The Gator,V2,4.5,,Boulder,Sourland Mountain Preserve,New Jersey
Flossy Tips,V3,4.0,,Boulder,Rapid City Area,South Dakota
Mono Face,V1,3.0,,Boulder,Sourland Mountain Preserve,New Jersey
unnamed V2,V2,3.0,,Boulder,Sourland Mountain Preserve,New Jersey
Oh That Route,5.7,3.0,1,Sport,Fern,Arkansas
Washboard,5.10-,3.5,1,TR,Indian Seats,Georgia
Master Gardener,5.6,2.0,1,"Trad, TR",Northwest Region,Washington
Fingercicles,5.10a,3.0,1,"Trad, Alpine",Alpine Rock,Colorado
Mixed Mushroom,5.11+,4.0,1,Sport,City of Rocks,Idaho
Cheng Fu de Feng Huang,5.9+,2.0,,Sport,Asia,International
No Name 1,5.8,2.0,,Sport,Asia,International
Unknown Dihedral,5.8,3.0,,Trad,Yankee Fork Crag,Idaho
Mechanical Advantage,5.10b,4.0,4,Trad,North America,International
Butt Plug Mantle,5.10d,3.0,,TR,San Diego County,California
Mutiny,WI3,3.0,1,Ice,North America,International
North Ridge,4th,4.0,,"Trad, Alpine",High Sierra,California
Stroke Face,5.6,3.0,1,Sport,Central Region,Washington
Bee Line,5.6,0.0,2,Trad,Bald Hill,Vermont
Easy Peasy,V3,2.0,,Boulder,Grand Junction Area,Colorado
Valley Creep,V5,3.0,,Boulder,Grand Junction Area,Colorado
Firedamp,WI3,4.0,1,Ice,North America,International
Unnamed 1,V0,3.0,,Boulder,Lake Tahoe,California
Hand of Glory,V2,4.0,,Boulder,Lynn Woods,Massachusetts
Potatoe Peeler,V3,4.0,,Boulder,Lynn Woods,Massachusetts
Darth Vader,V1,3.0,,Boulder,Allamuchy Mountain SP Boulders,New Jersey
Jalur Tajam,5.10c,0.0,,Sport,Oceania,International
Neleg Ciduh,5.9,0.0,,Sport,Oceania,International
Too Easy huh,5.9,0.0,,Sport,Oceania,International
Noname,5.12,0.0,,Sport,Oceania,International
Bert and Ernie were just good friends,V3,4.0,,Boulder,North America,International
Blue Chip,5.12c,0.0,,Sport,Northeast Corner & Spokane,Washington
Black Pudding,5.9,2.5,1,Sport,Wasatch Range,Utah
Experimental Route,Easy 5th,1.0,1,Trad,ZZ Temporary AREA for holding routes,New Hampshire
Omenak,5.12,3.0,,Sport,Ten Sleep Canyon,Wyoming
The Prude,5.9,3.0,1,Trad,Yosemite National Park,California
Werner's Crack,5.8,3.0,2,Trad,Yosemite National Park,California
Eqyptian Rat Screw,5.10d,3.0,,Sport,Ten Sleep Canyon,Wyoming
5.6 sport,5.6,0.0,1,Sport,Generic Area,* In Progress
Sabotoge,V4+,3.0,,Boulder,Central Coast,California
Permutation,5.12+,3.0,,Sport,City of Rocks,Idaho
5.10c trad,5.10c,0.0,1,Trad,Generic Area,* In Progress
5.13b sport,5.13b,3.0,,Sport,Generic Area,* In Progress
Thin Ice,V0 R,3.0,,Boulder,Joe's Valley,Utah
Cip e ciop,5.10c,4.0,,"Sport, TR",Europe,International
Ignorance is Bliss,5.9+,2.0,1,Trad,Lower Calf Creek Falls,Utah
Hippie With a Hand Grenade,5.11c/d,4.0,1,Sport,Bolton Area,Vermont
Felix Char ( classical theacher ),5.7+,2.5,1,Trad,Sierra Eastside,California
Clarity of the Absent Self,V1 PG13,4.0,,Boulder,Central Arizona,Arizona
Butterfly,5.8-,4.0,,Trad,Europe,International
Tuff Strangle,V4,4.0,,Boulder,Los Alamos & White Rock,New Mexico
Ansine,5.10c,4.0,1,Sport,North America,International
Warm-up V2,V2-,3.0,,Boulder,CT Bouldering,Connecticut
Stay On The Lline,5.8+,3.0,1,"Trad, TR",Fort Collins,Colorado
Slight Deviation,V0,4.0,,Boulder,North America,International
Simply Irresistible,5.12c,4.0,1,Sport,Africa,International
The Happy Hooker,5.12c,4.0,1,Sport,Africa,International
Wings of Glory,5.12d,3.0,1,Sport,Africa,International
Mercury,5.12a,5.0,1,Sport,Africa,International
Schindelschwinger,5.10d,3.0,,Sport,Europe,International
Boboriss,5.9,3.0,,Sport,Europe,International
Bigfoot,5.12b,3.0,1,Sport,Africa,International
Verschneidung,5.5,4.0,,Trad,Europe,International
Eddy of Bovidence,5.11d,4.0,1,Sport,Africa,International
School Stinks,5.10+,2.5,1,"Trad, TR",Lake Tahoe,California
Warm Black Knobs,5.10c,5.0,4,Trad,Southern Sierra,California
Pound Town,5.12- R,4.0,10,Trad,Gunnison,Colorado
God Jam Roof,5.11+,5.0,1,Trad,Powerlinez,New York
Nutcracker,V2-3,2.0,,Boulder,Los Alamos & White Rock,New Mexico
The Green Flash,5.10+,5.0,2,"Trad, Alpine",Tahquitz & Suicide Rocks,California
Eight,5.8,3.0,,TR,Gallup Area,New Mexico
Cicada Uprising,5.6 R,4.0,6,Trad,Asia,International
Scrub-jay,V5-6,4.0,,Boulder,Los Alamos & White Rock,New Mexico
Joyride,5.8,3.1,1,Sport,Golden,Colorado
Please Pick Up Your Trash,5.12,3.0,1,Trad,Golden,Colorado
I Am The Walrus,5.14a/b,4.8,1,Sport,Boulder,Colorado
Green Planet,V1,0.0,,Boulder,Tonkawa Falls,Texas
The Two Youtes,V0,0.0,,Boulder,Tonkawa Falls,Texas
Bloc Problem,V5,0.0,,Boulder,Tonkawa Falls,Texas
Spread Eagled,V1,3.8,,Boulder,Fort Collins,Colorado
Spurting Mildly,5.11-,3.0,,Sport,Australia,International
No Takers,5.7,3.0,,Trad,Australia,International
Eye of the Liger,5.10a,3.0,1,Sport,South Platte,Colorado
1. (I),5.1 PG13,5.0,,"Sport, TR",Europe,International
9. AW (II),5.2 PG13,5.0,,"Sport, TR",Europe,International
16. Teveszemtelen (VI-),5.8 PG13,5.0,,"Sport, TR",Europe,International
31. Platni direkt (V-),5.6 PG13,5.0,,"Sport, TR",Europe,International
51. Vektor (VI+),5.10a PG13,5.0,,"Sport, TR",Europe,International
9. Fekete szombat (VI),5.9 PG13,5.0,,"Sport, TR",Europe,International
Mid-face Mantles Aren't My Thing,V1-2,2.0,,Boulder,Big Water Boulders,Utah
Ginja Ninja,V6,3.0,,Boulder,Lake Tahoe,California
Lord of the Forgotten,V0,3.0,,Boulder,Rocky Woods,Massachusetts
Hard Charger,V4,3.0,,Boulder,Closed,North Carolina
Cast Away,5.10a,4.0,1,Trad,West Desert,Utah
Sea Tomato,5.12c,3.5,1,Sport,Wasatch Range,Utah
Teratism,5.7,3.0,,Trad,Asia,International
Pigeon,V2,2.0,,Boulder,Fort Collins,Colorado
I Hate When We Fight,V-easy,3.0,1,Boulder,DEKD boulders in Killington,Vermont
Oranger Than A Marmot,5.9,0.0,1,TR,Lake Tahoe,California
Camp Featurette,5.7,0.0,1,TR,Lake Tahoe,California
Hollow Point,5.9,0.0,,"Trad, TR",Lake Tahoe,California
Dragon's Back,5.11a/b,3.0,,"Sport, TR",Lake Tahoe,California
A Foot In The Eye,5.13+,0.0,,TR,Lake Tahoe,California
Elrod's Epic,5.9,3.0,3,Trad,Custer State Park,South Dakota
Horse with No Name,5.8,3.5,1,"Trad, TR",Horseshoe Rock,North Carolina
Crazy Horse,5.11,0.0,,"Trad, TR",Horseshoe Rock,North Carolina
Leviathan,V6,5.0,,"Boulder, Alpine",Gallatin Canyon,Montana
Skywalker,V7,5.0,,Boulder,Paradise Valley,Montana
The Block,V4,4.0,,Boulder,The Projects,Idaho
Flight 360,5.8+,3.0,1,Sport,Joshua Tree National Park,California
Darren's Dong,C1,2.0,1,Aid,San Rafael Swell,Utah
Survivor low,V5,4.0,,Boulder,Adirondacks,New York
F I Love It,5.10c,2.0,,Sport,North America,International
Gappage,5.11a,4.0,,Sport,North America,International
After School Special,5.4,2.0,1,"Trad, TR",Roanoke/New River/Blacksburg,Virginia
The Haunting,5.11,5.0,,Sport,North America,International
Cortez the Killer,5.10c,0.0,1,Sport,Harrisonburg and NW VA,Virginia
Zig Zag,5.3,0.0,,Trad,Harrisonburg and NW VA,Virginia
Cobble me a climb,5.10a,2.2,1,Sport,Los Angeles Basin,California
Jack Spraight Delight,V3,0.0,,Boulder,Devil's Lake,Wisconsin
Wife Swapping,V3,0.0,,Boulder,Fairbanks and Vicinity,Alaska
Unprotected Fourplay,AI4 M6+ R,5.0,,"Trad, Mixed, Ice, Alpine",Cabinet Mountain Wilderness,Montana
Gone Left,5.5,3.0,,"Sport, TR",Europe,International
Major Tom,5.10,3.0,1,"Sport, TR",Fern,Arkansas
Slope of Dynoism,V10 PG13,5.0,,Boulder,Devil's Lake,Wisconsin
Overhand Right,V2-3,3.0,,Boulder,Lakes Region,New Hampshire
Unknown 5.9,5.9,3.0,1,Trad,Yosemite National Park,California
Unknown,5.11,2.0,,"Trad, TR",Anchorage & South Central Alaska,Alaska
Raven Wing,5.7+,4.0,,Trad,Europe,International
Threadneedle Street,5.5,5.0,3,Trad,Europe,International
Swan Song,5.11d,5.0,3,Sport,Saint George,Utah
Raven Gully,5.6,3.0,,Trad,Europe,International
Getting Down Before Getting Up,V3,3.0,,Boulder,Golden,Colorado
Left for Dead,5.11b,3.7,,Sport,Horseshoe Canyon Ranch,Arkansas
Suprise,5.7+,2.0,1,Trad,City of Rocks,Idaho
Undertow,5.11b,3.0,1,Sport,10 Mile Canyon,Colorado
Florida,V6,0.0,,Boulder,Chippewa Creek,Ohio
Prison Break,V5,5.0,,Boulder,Central Coast,California
Bronson's Arete,V8,5.0,,Boulder,Wasatch Range,Utah
9. Chiquitita,5.5,0.0,,Trad,Europe,International
Heaven Sent,5.12-,5.0,1,Sport,Santa Fe Area,New Mexico
Full Circle,V6-7,5.0,,Boulder,Big Water Boulders,Utah
Judas Crack,5.10-,4.0,1,Trad,Santa Fe Area,New Mexico
Apollo,5.6,3.3,1,"Sport, TR",High Desert,California
Starbuck,5.6,3.4,1,"Sport, TR",High Desert,California
All About Bouldering,V1,0.0,,Boulder,Rocky Woods,Massachusetts
Tweedle Deah,V2,4.0,,Boulder,Berea Falls,Ohio
Mistical immagination,5.7+ PG13,4.0,2,"Trad, TR",North America,International
Psychic Sense,V1-2,3.0,,Boulder,Big Water Boulders,Utah
Silent Love,V3,4.0,,Boulder,Central Coast,California
Gieco CaveMans Cave,V3,5.0,,Boulder,Berea Falls,Ohio
V3 boulder,V3,0.0,,Boulder,Generic Area,* In Progress
V13 boulder,V13,0.0,,Boulder,Generic Area,* In Progress
Crystal Light,5.9,3.0,,Sport,Northeast California,California
Let It Build You,V4,4.0,,Boulder,Grand Junction Area,Colorado
Little Kid on Campus,V-easy,2.0,,Boulder,San Bernardino Mountains,California
*Unknown* Rright of Squirming Coil,V3,3.0,,Boulder,Morrison/Evergreen,Colorado
Just Another Problem,V-easy,2.0,,Boulder,San Bernardino Mountains,California
Cleetus Walks the Plank,5.10a,2.8,,Sport,North America,International
Murray Dyno aka Marrakesh Dyno,V7,4.0,,Boulder,The Gunks,New York
Narco Rodeo,V2-3,3.0,,Boulder,Big Water Boulders,Utah
Ten Dollar Founding Father,V5,3.0,,Boulder,Big Water Boulders,Utah
Crunch for Lunch,V2,3.0,,Boulder,Big Water Boulders,Utah
Fun Slab Left,V0,3.0,,Boulder,Big Water Boulders,Utah
Phony Tail,V1,3.0,,Boulder,Grand Junction Area,Colorado
Bonfire of the Panties,5.11b/c,3.5,,Sport,Sierra Eastside,California
So Far Gone,5.8+,3.0,,"Sport, TR",Northeast Corner & Spokane,Washington
Omaha Roof,V4,3.0,,Boulder,Fort Collins,Colorado
Revenge of the Nerds,5.9,2.0,1,TR,Blue Mounds State Park (Luverne),Minnesota
Plumb Pudding,5.9,4.0,1,Sport,The New River Gorge,West Virginia
Nesting in the Gallows,5.9+ V0+ PG13,4.5,1,"TR, Boulder",Maui,Hawaii
Boxcar,V6,2.0,,Boulder,Fort Collins,Colorado
Unaweep Collective,V2,4.0,,Boulder,Grand Junction Area,Colorado
Group Hug,V0,3.0,,Boulder,Joinerville (bouldering only),Iowa
Sorry Mom,5.12b,3.0,1,TR,Powerlinez,New York
Cocktail,5.10c,3.0,,Sport,Pere Marquette State Park,Illinois
Arete Traverse,V1-2,3.0,,Boulder,Big Water Boulders,Utah
Don't Doubt the Dojo,5.10b,4.0,,Trad,Bolton Area,Vermont
Ruby,5.7,3.0,1,Sport,Durango,Colorado
Eye of the Mind Sidestep,5.5,0.0,,TR,Catoctin Mountain Park,Maryland
Green Lane,5.4,4.0,1,TR,Powerlinez,New York
Umbria St,5.4,3.5,1,TR,Powerlinez,New York
Timothy Leary Presents...,V2,4.5,,Boulder,Sierra Eastside,California
Ideometer Effect,V3,3.0,,Boulder,Grand Junction Area,Colorado
Turkey Jerky,5.12c R,4.0,1,Trad,Boulder,Colorado
Welcome to the Jungle,5.7,3.0,1,Trad,Keyhole Canyon,Nevada
Top Shelf,V5,3.0,,Boulder,Moore's Wall,North Carolina
Runnelphobia,V4,3.0,,Boulder,Stone Fort (aka Little Rock City),Tennessee
Cowboy Yoga,5.10d,4.0,,Sport,Albuquerque Area Climbing,New Mexico
Wizard's Cane on a Mountaintop,V-easy,3.0,,Boulder,South Central PA,Pennsylvania
Tweety bird's nest,V0,2.0,,Boulder,Southern NH and Seacoast,New Hampshire
Red Brick,V1,2.0,,Boulder,Big Water Boulders,Utah
Chief Monegaw,5.10b/c,3.8,1,Sport,WM: Monegaw Springs,Missouri
Jesse James,5.10a,1.0,1,Sport,WM: Monegaw Springs,Missouri
Easy Labor,5.10a,2.0,1,Sport,WM: Monegaw Springs,Missouri
Rosetta Phone Home,V4-5,4.0,,Boulder,Red River Gorge,Kentucky
Luau In Your Mouth,5.7,4.0,,Sport,Cedar Rock,North Carolina
Perjury,5.10d,3.0,1,Sport,Golden,Colorado
Bolder Problem in Space (free),5.11+,5.0,2,Trad,Whiteside Mountain,North Carolina
BFG 9000,5.10c,4.0,,Sport,Central Coast,California
Genesis: Rebellion,5.10a,2.0,,Sport,Central Coast,California
Central Junction Box,5.10c,3.0,,Sport,Central Coast,California
The Frog Prince,5.11d,4.0,1,Trad,Estes Park Valley,Colorado
Scattered Youth,5.11d,3.0,1,"Trad, TR",Yosemite National Park,California
"Big, Black Moose",5.12b,4.0,1,Sport,Fort Collins,Colorado
Darn Good Downclimb Arete,V-easy,3.0,,Boulder,Southwest Virginia,Virginia
Center Slab Mid-Right,5.9,4.0,1,TR,Sierra Eastside,California
Right Slab Center,5.8,4.0,1,TR,Sierra Eastside,California
Freshly Sheared Sheep,V0,3.0,,Boulder,Whiskey Gulch,Montana
Insecurity,5.6,2.0,1,Trad,Keyhole Canyon,Nevada
Silver Bullet Yoyo,5.10a,4.0,1,Trad,Keyhole Canyon,Nevada
Love Spear,5.11+ R,4.0,,Trad,Northern Arizona,Arizona
Direct Northwest Ridge of Outpost,5.7 PG13,4.0,12,"Trad, Alpine",North America,International
Mt Thor - East Ridge,4th,3.0,,"Trad, Alpine",North America,International
A Boulderer's Marathon,V5,5.0,,Boulder,Big Water Boulders,Utah
Great Green Chute,5.11a PG13,4.0,,Trad,Pere Marquette State Park,Illinois
Threads of Saffron,V4,4.0,,Boulder,Groton,Vermont
Lord of the Flies,V8,3.0,,Boulder,Groton,Vermont
Falcon,5.10b,3.0,1,Trad,Yosemite National Park,California
Stone Fist,5.9,3.5,,Trad,Yosemite National Park,California
Low Traverse Left to Right,V3,3.0,,Boulder,Eno River Boulders,North Carolina
Toprope line: Worthy is the Lamb,5.11d,0.0,2,TR,The Gunks,New York
Overdrive,5.9,2.0,1,Trad,Red River Gorge,Kentucky
Jelly Bean Arete,V3-,0.0,,Boulder,Eagle/Vail/Minturn/Red Cliff,Colorado
Flight Risk,5.12a,2.0,,Sport,Red River Gorge,Kentucky
An Ode to Loki,V0-1,2.0,,Boulder,CT Bouldering,Connecticut
Road to recovery,5.12d,4.0,1,Sport,Twin Falls and the Snake River Canyon,Idaho
Neau Neau (North North),5.12c,4.0,1,Sport,Asia,International
Schist for Brains,5.9,3.0,1,Sport,South Central PA,Pennsylvania
Old Fashioned,V1,3.0,,Boulder,Whitney Thayer Woods,Massachusetts
Jukebox,V0,2.0,,Boulder,Whitney Thayer Woods,Massachusetts
Waleskan Thunder Fuck,5.1,4.0,1,TR,Waleska,Georgia
Heisenberg Cheese Danse,5.9,3.0,1,Trad,Devil's Lake,Wisconsin
Atrapada,5.10a,3.0,,Sport,South America,International
Singalong,5.12a,5.0,1,Trad,Ten Degree Wall,Maine
Big Dipper,5.11d,3.0,1,Trad,Ten Degree Wall,Maine
Galileo Left,5.11c,4.0,1,Sport,Sierra Eastside,California
Entrance Crack,5.9,5.0,1,Trad,Ten Degree Wall,Maine
Last First Crack,5.11,4.0,1,"Trad, TR",Wasatch Range,Utah
Rude Awakening,5.11a/b,4.0,,Sport,North America,International
The Eggporkalypse,5.14d,5.0,,Sport,Mount Potosi,Nevada
No Need to Grovel,5.11c,4.0,,Sport,North America,International
Charlieville,5.11d,4.0,1,Trad,Ten Degree Wall,Maine
Wino & Dino,5.11a,3.0,,Sport,North America,International
The Real Deal,5.13c,5.0,1,Sport,South Platte,Colorado
Mouthin' off,V0,3.0,,Boulder,Devil's Lake,Wisconsin
Senior Project,5.5,4.0,,Sport,Okanogan,Washington
Exstrophy,5.9,3.0,1,Trad,Joshua Tree National Park,California
Dynot,V1,2.0,1,Boulder,Bangor Bouldering,Maine
Monstro - Stand Start,V2,4.0,,Boulder,Wasatch Range,Utah
Centimeter Variation,V2,2.0,,Boulder,Big Water Boulders,Utah
Iltis,5.10a/b,5.0,1,Sport,Europe,International
Molly's Stealth Ride,5.9,3.0,1,Sport,Madison River Area,Montana
Sticky Fingers,5.9 PG13,4.0,,"Sport, TR",Cherokee Bluffs,Alabama
Suttree,5.10b,3.0,,Sport,Ijams Crag,Tennessee
Unknown Sport Route - Back Corridor,5.7+,3.0,,Sport,South Platte,Colorado
Unknown Sport Route on Prow - Left,5.7,3.0,1,Sport,South Platte,Colorado
Misery pillar arete,V3,3.0,,Boulder,Devil's Lake,Wisconsin
Diamond in the Rough,V11,3.0,,Boulder,Fort Collins,Colorado
Hydrology,V2+,3.0,,Boulder,Fort Collins,Colorado
Let's Fight,5.11a,2.0,,Sport,Mount Potosi,Nevada
Rising Sun,5.13a,3.0,,Sport,Mount Potosi,Nevada
Pranayama,5.13a,4.0,,Sport,Mount Potosi,Nevada
Alexandria,V1,4.0,,Boulder,Devil's Lake,Wisconsin
Raging Canine,5.11c,3.0,,Sport,Mount Potosi,Nevada
Let's Go Fly a Kite,V0,3.3,,Boulder,Devil's Lake,Wisconsin
Screaming Target,5.13c,5.0,,Sport,Mount Charleston,Nevada
Eye Weighted Hear Butt Know Won New Y,5.10c,3.0,1,Sport,Central Region,Washington
Da Bulge,5.9,4.0,,Sport,King's Bluff,Tennessee
Love Letter,5.11d,3.5,1,Sport,WM: Monegaw Springs,Missouri
Who'd a Thought?,5.10b,3.0,,Sport,Ten Sleep Canyon,Wyoming
Man Beyond Time,5.8,3.0,,Sport,North America,International
AC/DC,V5,4.0,,Boulder,CT Bouldering,Connecticut
Yert Yak Crack,5.9,3.0,,Trad,The New River Gorge,West Virginia
The Mallard Sweater Controversy,V2,3.0,,Boulder,Bangor Bouldering,Maine
The Dangle of Doom,V1,4.0,,Boulder,Bangor Bouldering,Maine
O Sole Mio,5.10c,3.5,1,TR,Sierra Eastside,California
Little Silly Doodads,5.8-,0.0,,Trad,Limestone Gap,Oklahoma
Every Vote Counts,V3,4.0,,Boulder,Southwest Virginia,Virginia
Running With Scissors,V7,4.0,,Boulder,Southwest Virginia,Virginia
Henry's Line,V1,3.0,,Boulder,Southwest Virginia,Virginia
Frog Hunt,5.10a,2.5,1,Sport,The New River Gorge,West Virginia
Couloir du Pissoir,4th,2.0,1,Trad,Sierra Eastside,California
Flu Shot,V4,5.0,,Boulder,Denver South,Colorado
Gondwanaland,5.12d,3.0,,Sport,North America,International
Latisimus,5.9+,0.0,,TR,Chilly creek (lake Atoka),Oklahoma
5.7ish Project 4,5.7,0.0,,TR,Northeast Corner & Spokane,Washington
Swan Song,5.9,4.0,,Trad,Asia,International
Valley of the Kings,5.8,3.0,2,Trad,Asia,International
Spread your legs and trust the rubber!,5.10+,3.0,1,Sport,Joshua Tree National Park,California
Thrown to the Dogs,5.9,2.0,1,Trad,Joshua Tree National Park,California
No Place for a Puritan,5.10c,3.0,1,Trad,Joshua Tree National Park,California
Hot Fire,V8,4.0,,Boulder,Fort Collins,Colorado
Bower's Crack,5.9-,3.4,1,Trad,The Needles Of Rushmore,South Dakota
Love Boat,5.9,3.0,,Trad,Sam's Throne & Surroundings,Arkansas
They Call The Wind Mariah,5.10-,3.0,2,Sport,Northeast Corner & Spokane,Washington
Coffee Milk Arete,V0-1,3.0,,Boulder,Rocky Point,Rhode Island
Timmies and Timmies,5.8 R,3.0,,"Trad, TR",Palisades Kepler State Park,Iowa
Fortunate Son (Right),V5-6,3.0,,Boulder,Southwest Virginia,Virginia
Marshanti Mantle,V6-7,3.0,,Boulder,Southwest Virginia,Virginia
Half Barrel,V3-4,3.0,,Boulder,Southwest Virginia,Virginia
The Overload,5.10 X,2.0,5,Trad,Sweetwater Rocks,Wyoming
Easter Island Man Pinnacle,5.9+,3.0,1,Trad,Sweetwater Rocks,Wyoming
The Veteran,5.14a,4.0,,Sport,Central Oregon,Oregon
Fright Night,5.13d,5.0,,Sport,Central Oregon,Oregon
Secret Garden,V3,4.0,,"Boulder, Alpine",Eastern Big Horns,Wyoming
El Palenque,V4,4.0,,Boulder,Southwest Virginia,Virginia
El Filo La Aleta de Tiburon,5.10+,4.3,10,Trad,South America,International
Climb Like an Egyptian,5.10c,3.5,1,Sport,Sierra Eastside,California
The Stage,5.10,3.0,2,Trad,Northern Arizona,Arizona
Bulls on Parade,5.12c/d,4.0,,Sport,Jackson Hole,Wyoming
Aetofolia,5.10c,4.0,1,Sport,Europe,International
